Amount,Applicant,Average,Beneficiary,Community_ID,Deviation,Frequency,Linkage
14814432.61,"AL RAHEEM IMPEX OFFICE NO 7 ,II FLOOR,SADIQ  PALAZA CIRCULAR ROAD FAISALABAD ",2116347.516,AKID DYE CHEM UNIT 2 BEHIND JK BARREL NEAR CHANDOLA POLICE CHOWKI DANILIMDA AHMED ABAD 380 028 GUJRAT INDIA,106,1165201.24,7,0
733748.4,ALI OMER IMPORTER & EXPORTER H # 3 STREET # 1 MOHALLAH BAIT UL RAZA COLONEY YATEEM KHANNA CHOWK LAHORE,733748.4,BALRAM SRI SKRISHANA OVERSEAS S131099 2ND FLOOR BAZAR NARSING DASS NEAR BAZAR GANDANWALA AMRITSAR 143006 PUNJAB INDIA,51,,1,0
3668742,ALI OMER IMPORTER & EXPORTER H # 3 STREET # 1 MOHALLAH BAIT UL RAZA COLONEY YATEEM KHANNA CHOWK LAHORE,1834371,BATRA'S INTERNATIONAL A127 G FLR SECTOR 11 ROHNI DELHI INDIA ,51,0,2,0
1540871.64,ALI OMER IMPORTER & EXPORTER H # 3 STREET # 1 MOHALLAH BAIT UL RAZA COLONEY YATEEM KHANNA CHOWK LAHORE,1540871.64,SHIVANDITTA MAL AND COMPANY MAJITH MANDIAMRITSAR INDIA ,51,,1,0
21533918.06,"USMAN STEEL CASTING 15- KM, GT ROAD SHAMKE MURIDKE ",3588986.343,AIR GLOBAL FZC,15,1750602.589,6,0
447167.24,"USMAN STEEL CASTING 15- KM, GT ROAD SHAMKE MURIDKE ",447167.24,AL NIDHAM METAL TR LLC PO BOX 71993 SHARJAH UAE ,15,,1,0
2792279.54,"USMAN STEEL CASTING 15- KM, GT ROAD SHAMKE MURIDKE ",2792279.54,BAB AL RAYAN METAL SCRAP TR UAE ,15,,1,0
48179099.18,ARAMEX CRPORATION SUITE NO 149 CENTRAL PLAZA BARKET MARKET LAHORE ,16059699.73,GREAT FASHION TRADING LLC UAE ,3,8541829.285,3,0
28538253.04,ARAMEX CRPORATION SUITE NO 149 CENTRAL PLAZA BARKET MARKET LAHORE ,9512751.013,RICE TEK INTERNATIONAL GENERAL TRADING LLC UAE ,3,3652520.214,3,0
12094663.14,ARAMEX CRPORATION SUITE NO 149 CENTRAL PLAZA BARKET MARKET LAHORE ,12094663.14,SHANGHAI OCEAN SHIPPING SUPPLY CO LTD SHANGHAI CHINA ,3,,1,0
227418.72,CONTINENTIAL TRADING CORPORATION CONTINENTIAL TRADING CORP 3RD FLOOR GUL SHOPPING PLAZA BARKET MARKET NGT LAHORE,113709.36,REGELTEX ZI AVENUE JEAN BONNEFONT 36100 IS ,107,84260.65424,2,0
4499172.07,CONTINENTIAL TRADING CORPORATION CONTINENTIAL TRADING CORP 3RD FLOOR GUL SHOPPING PLAZA BARKET MARKET NGT LAHORE,4499172.07,SFE INTERNATIONAL 815B CHEMIN DU RAZASZI LES PLAINES 26780 MALATAVERNE FRANCE ,107,,1,0
230606.64,CONTINENTIAL TRADING CORPORATION CONTINENTIAL TRADING CORP 3RD FLOOR GUL SHOPPING PLAZA BARKET MARKET NGT LAHORE,230606.64,VANGUARD INSTRUMENTS COMPANY INC 1520 SOUTH HELLMAN AVENUE ONTARIO CA 91760 USA ,107,,1,0
522376.45,COUNTRY PAPER N BOARD MILLS PVT LTD COUNTRY PAPER N BOARD MILLS PVT LTD 17 KM FAISALABAD ROAD OLD BIKHI SHEIKHUPURA,522376.45,BEIJING TONGRUI SHENGCHANG TRADING NO54 YUNSHAN ROAD TONGZHOU INDUST ,108,,1,0
2825990.03,"UMAR TAXTILES OFFICE 30-2,C-1, GHOSIA CHOWK,COLLEGE ROAD, TOWN SHIP, LAHORE.",2825990.03,LONDON SILK GENERAL TRADING (Multiple),3,,1,0
73335347.57,"UMAR TAXTILES OFFICE 30-2,C-1, GHOSIA CHOWK,COLLEGE ROAD, TOWN SHIP, LAHORE.",12222557.93,NEW PROSPECT GENERAL TRADING LLC UAE ,3,2825684.255,6,0
11249872.4,"UMAR TAXTILES OFFICE 30-2,C-1, GHOSIA CHOWK,COLLEGE ROAD, TOWN SHIP, LAHORE.",11249872.4,SHAOXING COUNTY DUOFU IMP AND EXP CO LTD CHINA ,3,,1,0
761085.77,D.F.C. ENGINEERING CONCERN 23 A/8 WARIS ROAD LAHORE,761085.77,TRIDENT GLOBAL FZC SAIF ZONE EXECUTIVE DESK Q104 062 PO BOX 513041 SHARJAH UAE,109,,1,0
10479646.22,"UNIVET PHARMACEUTICALS., 14KM, ADYALA ROAD, POST OFFICE DAHGAL, RAWALPINDI, PAKISTAN. ",3493215.407,ARSHINE PHARMACEUTICAL CO LTD ROOM NO 1109 BLOCK C3 LUGU ENTERPRISE PLAZA NO 27 WENXUAN ROAD CHANGSHA NATIONAL HITECH,32,2273353.481,3,0
428456.66,"UNIVET PHARMACEUTICALS., 14KM, ADYALA ROAD, POST OFFICE DAHGAL, RAWALPINDI, PAKISTAN. ",428456.66,INFOARK CO LTD RM 810 NEW LAND PLAZA 58 FUCHENG ROAD HAIDIAN DISTRICT BEIJING CHINA,32,,1,0
3577023.45,AN NOOR IMPEX AN NOOR IMPEX  2064/B IST FLOOR INSIDE MORI GATE LAHORE. 032250000050,3577023.45,MS SHIVANDITTA MALL & COMPANY 303 TAGORE PARK EXTIN MODAL TOWN DEHLI INDIA ,51,,1,0
93268331.49,AN NOOR IMPEX AN NOOR IMPEX  2064/B IST FLOOR INSIDE MORI GATE LAHORE. 032250000050,2743186.22,SHIVANDITTA MAL AND COMPANY MAJITH MANDIAMRITSAR INDIA ,51,1157769.217,34,0
12741645.78,MALIK TRADERS MALIK HOUSE SHAHBAZ STREET KOT ABDUL MALIK SHEIKHUPURA,289582.8586,WATMORE TRADERS 30 PASIHENA RD WARAGODA KELANIYA SRILANKA ,110,94914.46224,44,0
1046272.81,"S M ENTERPRISES MUFTI TOWN LINK 40FT BAZA OPP PGC SIALKOT BYE PASS GUJRANWALA, PAKISTAN ",1046272.81,AGILE TRADE INTERNATIONAL INC 3150 ERIN CENTRE BLVD UNIT 126 MISSISSAUGA ON L5M7Z4 CANADA ,111,,1,0
41432934.64,"S M ENTERPRISES MUFTI TOWN LINK 40FT BAZA OPP PGC SIALKOT BYE PASS GUJRANWALA, PAKISTAN ",2180680.771,TRADE WAY IMPEX LLC 4034 SYDNEY CIRCLE DALTON GA 30721 ,111,1107629.69,19,0
9488834.31,M.IMTIAZ DALL MILL E-7 SITE AREA HYDERABAD ,9488834.31,AUSTRALIAN GRAIN EXPORT PTY LTD 12 ROBERT STREET MAITLAND SA 5573 AUSTRALIA,112,,1,0
6010943.41,M.IMTIAZ DALL MILL E-7 SITE AREA HYDERABAD ,6010943.41,GLENCORE GRAIN PTY LTD (Multiple),112,,1,0
9413955.28,M.IMTIAZ DALL MILL E-7 SITE AREA HYDERABAD ,9413955.28,GLOBEWAYS CANADA INC 2570 MATHESON BLVD E MISSISSAUGA ONTARIO L4W 4Z3 CANADA ,112,,1,0
917185.5,KHALID TRADERS SHOP NO 16A BILAL GANJ MARKET SARGODHA ROAD FAISALABAD ,917185.5,MIGHTY TRADING LTD HARPOLD STREET TIPTON DY4 0JE ENGLAND ,111,,1,0
1356805.61,KHALID TRADERS SHOP NO 16A BILAL GANJ MARKET SARGODHA ROAD FAISALABAD ,678402.805,NAEEM AND BROTHERS SDN BHD TAMAN MASTIARA JALAN IPOH KUALA LUMPUR ,111,59740.54573,2,0
4282470.13,KHALID TRADERS SHOP NO 16A BILAL GANJ MARKET SARGODHA ROAD FAISALABAD ,713745.0217,SHARP WAY ENTERPRISES UNIT 1109 11F RISE COMMERCIAL B ,111,102751.7367,6,0
7850278.74,"MS FINE HOUSE FINE HOUSE, CIRCULAR ROAD MOHALLAH DHAROWAL, SIALKOT SIALKOT 03216144114",2616759.58,FOSHAN CHAN CHENG JINYI CERAMICS CO GONGYE AVENUE NANZHUANG TOWN FOSHAN ,11,656125.2784,3,0
7200949.14,"MS FINE HOUSE FINE HOUSE, CIRCULAR ROAD MOHALLAH DHAROWAL, SIALKOT SIALKOT 03216144114",3600474.57,FUZHOU AONAV TRADE CO LTD NO206209 BUILDING 8 RONGCHENG S ,11,675495.8129,2,0
273941.82,M S MAINTALLOYS PRIVATE LTD 4TH FLOOR HAFEEZ CENTRE SHAHRA-E-FAISAL KARACHI,273941.82,E H WACHS COMPANY PO BOX 262543 FZS 5 AC 06 FREE ZONE SOUTH JEBEL ALI FREE ZONE DUBAI,113,,1,0
16830.87,M S SATA MACHINERY TRADERS 24 L G  BILAL CENTRE 9 NICHOLSON ROAD LAHORE PH 6373330 0303-7555002,16830.87,SEW EURO DRIVE GMBH AND CO (Multiple),102,,1,0
40477230.49,"PAKISTAN HERALD PUBLICATIONS (PRIVATE) LIMITED HAROON HOUSE, DR.ZIAUDDIN AHMED ROAD, KARACHI, PAKISTAN",20238615.25,KAMSONS MIDDLE EAST DMCC PO BOX 450125 DUBAI  UAE ,34,15355469.22,2,0
509563257.7,"PAKISTAN CABLES LTD., B/21, S.I.T.E. P.O. BOX 5050, KARACHI, PAKISTAN. ",56618139.74,GLENCORE GRAIN PTY LTD (Multiple),112,5147952.366,9,0
104818.06,MOON ENTERPRISES 117 ROSHAN PARK NEAR MULTAN CHUNGI MULTAN ROAD LAHORE LAHORE,104818.06,ALVIM SEIDEL ORQUIDARIO CATARINENSE LTDA BRAZIL ,114,,1,0
524100.76,MOON ENTERPRISES 117 ROSHAN PARK NEAR MULTAN CHUNGI MULTAN ROAD LAHORE DISTT LAHORE,524100.76,ALVIM SEIDEL ORQUIDARIO CATARINENSE LTDA BRAZIL ,114,,1,0
17048119.97,KANZO AG PLOT NO 09 INDUSTRIAL ESTATE PHASE II MULTAN PAKISTAN ,5682706.657,HEBEI BESTAR COMMERCE AND TRADE CO LTD FL NO 15 45 SOUTH TANGU ST SHIJIAZHUANG HEBEI CHINA ,12,1019919.075,3,0
3063923.68,"IMRAN AUTOS SHOP NO 137,BILAL GUNJ MARKET SARGODHA ROAD FAISALABAD 03006662918",765980.92,SHARP WAY ENTERPRISES UNIT 1109 11F RISE COMMERCIAL B ,111,326770.321,4,0
1477189.36,"PREMIER PAPER MILLS LTD P.O KOT SALEEM 8TH KM LAHORE ROAD PK SHEIKHUPURA,PAKISTAN",1477189.36,CORRFLEXO EK GRUNEWALDER STR 2931 42657 SOLINGEN GERMANY ,5,,1,0
1211822.64,"PREMIER PAPER MILLS LTD P.O KOT SALEEM 8TH KM LAHORE ROAD PK SHEIKHUPURA,PAKISTAN",605911.32,IBS AUSTRIA GMBH HAUPTSTRASSE 228833 TEUFENBACH AUSTRIA ,5,63473.18565,2,0
5450702.4,"PREMIUM ENTERPRISES PLOT NO-LY-238-23K QAZI ABDUL AZIZ ROAD, MOOSA LANE KARACHI.PAKISTAN",5450702.4,GIVAUDAN UK LTD KENNINGTON ROADASHFORD KENT TN24 OLT UNITED KINGDOM,96,,1,0
1788668.96,"PREMIUM ENTERPRISES PLOT NO-LY-238-23K QAZI ABDUL AZIZ ROAD, MOOSA LANE KARACHI.PAKISTAN",1788668.96,J AND C INDUSTRY CORPORATION COMPANY LIMITED RUIHUA BUILDING 315 ZHONGSHAN SOUTH ROADNANJING CHINA,96,,1,0
14368890.1,"PREMIUM ENTERPRISES PLOT NO-LY-238-23K QAZI ABDUL AZIZ ROAD, MOOSA LANE KARACHI.PAKISTAN",4789630.033,LIANGSHAN LINGHUA BIOTECHNOLOGY COLTD YOUTH ROAD 97 LIANGSHAN SHANDONGCHINA,96,434851.7745,3,0
183437.1,"NEOMEDIX., PLOT NO. 5, N/5, NATIONAL INDUSTRIAL ZONE RAWAT, ISLAMABAD, PAKISTAN.",183437.1,SS PHARMA EXPORTS B 205 VERTEX PRIDE APARTMENTS NIZAMPET ROAD KUKATPALLY HYDERABAD 72,115,,1,0
13419524.49,"IMRAN ENTERPRISES PLOT # 46//C,ROOM 1, 2CD FLOOR,DOGAGE TOWN,MAIN BAZAR, BARKI ROAD, LAHORE.",13419524.49,GREAT FASHION TRADING LLC UAE ,3,,1,0
45895962.42,"IMRAN ENTERPRISES PLOT # 46//C,ROOM 1, 2CD FLOOR,DOGAGE TOWN,MAIN BAZAR, BARKI ROAD, LAHORE.",22947981.21,LONDON SILK GENERAL TRADING (Multiple),3,667078.032,2,0
11593748.83,"IMRAN ENTERPRISES PLOT # 46//C,ROOM 1, 2CD FLOOR,DOGAGE TOWN,MAIN BAZAR, BARKI ROAD, LAHORE.",11593748.83,NEW PROSPECT GENERAL TRADING LLC UAE ,3,,1,0
8074639.09,IMPERIAL INDUSTRIES PVT LTD 8-9 N INDUSTRIAL AREA GULBERG II LAHORE opics,2691546.363,CHONGQING ASTONAUTIC BASHAN MOTORCYCLE MANUFACTURING CO LTD NO1 KANGCHAO RD BANAN DIST CHONGQING CHINA,116,1253566.976,3,0
2514975.05,IMPERIAL INDUSTRIES PVT LTD 8-9 N INDUSTRIAL AREA GULBERG II LAHORE opics,2514975.05,CHONGQING LONCIN IMPORT AND EXPORT CO LTD LONCIN AREA C 116 JUYE ROAD JIULONG INDUSTRIAL PARK AREA C JIULONGPO DIST CHONGQINGCHINA,116,,1,0
18261739.82,IMPERIAL INDUSTRIES PVT LTD 8-9 N INDUSTRIAL AREA GULBERG II LAHORE opics,3652347.964,FUTURE VISION GENERAL TRADING FZE OFFICE NO D1308 AJMAN FREE ZONE AJMAN UNITED ARAB EMIRATES ,116,1440421.134,5,0
518236.01,MUSHKO PRINTING SOLUTIONS PVT LTD 2ND FLOOR SAFA HOUSE ABDULLAH HAROON ROAD KARACHI,518236.01,HP PPS SINGAPORE SALES PTE LTD 450 ALEXANDRA ROAD SINGAPORE 119960,117,,1,0
8385696,MUSA ENTER PRISES HOUSE NO 124 MOHALLAH HASSAN PARWANA COLONY MULTAN,4192848,HUBEI XINGFA CHEMICALS GROUP COLTD A810 SANXIA SHANGCHENG 521 JIEFANG ROADYICHANGHUBEI 443000 CHINA ,96,0,2,0
21408681.88,MUSA ENTER PRISES HOUSE NO 124 MOHALLAH HASSAN PARWANA COLONY MULTAN,4281736.376,LIANGSHAN LINGHUA BIOTECHNOLOGY COLTD YOUTH ROAD 97 LIANGSHAN SHANDONGCHINA,96,301890.8802,5,0
14658196.6,MUSA ENTER PRISES HOUSE NO 124 MOHALLAH HASSAN PARWANA COLONY MULTAN,4886065.533,OCI SHANGHAI INTERNATIONAL TRADING LIMITED UNIT A11 12F VCAPITAL BUILDING NO333 XIAAXIA ROAD SHANGHAI CHINA,96,264466.0526,3,0
26895872.56,MUQADAS TOOLS COMPANY MUQADAS TOOLS COMPANY 33-BRANDERTH ROAD LAHORE.03214167077 ,2068913.274,YIWU SUNSHIME IMP AND EXP CO LIMITED OFFICE 1011 JINMAO TOWER CHOUZHOU ROAD YIWU CITY ZHEJIANG CHINA,17,538885.4453,13,0
13303628.94,LANCER SURGICAL CO LANCER SURGICAL CO. 147 C FATIMA JINNAH ROAD SIE SIALKOT,1330362.894,YKK PAKISTAN PVT LTD PLOT 123 SECTOR EI AND EII KARACHI EXPORT PROCESSING ZONE MEHRAN HIGHWAY LANDHI PAKISTAN,8,894212.269,10,0
46235373.46,"ICT TECH OFFICE NO.31,TIMBER POND, KEMARI,KARACHI.PAKISTAN ",3852947.788,COMPUTER RECYCLERS USA LLC 6395 MCDONOUGH DRIVE SUITE B NORCROSS GA30093 USA,73,1389377.116,12,0
31284725.72,"ICT TECH OFFICE NO.31,TIMBER POND, KEMARI,KARACHI.PAKISTAN ",3128472.572,SOUTHEAST IT ASSET RECOVERY LLC 5215 BEECHAM COURT SUWANEE GA30024 USA,73,503905.9474,10,0
161992797.8,"KHAN BABA TRADING CO 4 NIL -B-2, BLOCK 6 CIVIL DEFENCE ROAD TOWN SHIP LAHORE ",6749699.908,SICHUAN NEW RISE IMP AND EXP CO LTD NO182 JIANGHAN ROAD CHENGDU SICHUAN CHINA ,118,4562204.766,24,0
5248292.66,"HYSEN ENGINEERING WORKS (PVT) LTD PLOT NO.251-255,EBRAHIM HYDERI, KORANGI CREEK, KARACHI,PAKISTAN ",2624146.33,CHONGQING MINGHAN CO LTD A3505 HONGDING INT'L MANSION JIANGBEI DISTRICT CHONGQING CHINA,119,476664.3157,2,0
3668702.17,LEADER AUTOMOTIVE PVT LTD KOT LAKHPAT CHUNGI AMARSIDHU LAHORE,3668702.17,CHONGQING ASTONAUTIC BASHAN MOTORCYCLE MANUFACTURING CO LTD NO1 KANGCHAO RD BANAN DIST CHONGQING CHINA,116,,1,0
10532081.97,"PAKISTAN MOBILE COMMUNICATIONS  LTD. MOBILINK HOUSE, 1-A, IBC-1 KOHISTAN ROAD, F-8 MARKAZ ISLAMABAD",3510693.99,ERICSSON AB TORSHAMNSGATAN 2123 KISTA S164 80 STOCKHOLM SWEDEN,26,3259259.514,3,0
19716867.72,"PAKISTAN MOBILE COMMUNICATIONS  LTD. MOBILINK HOUSE, 1-A, IBC-1 KOHISTAN ROAD, F-8 MARKAZ ISLAMABAD",19716867.72,GEMALTO MIDDLE EAST FZ LLC P O BOX 500400 DUBAI STUDIO CITY BUILDING C DUBAI,26,,1,0
27594180.9,"PAKISTAN MOBILE COMMUNICATIONS  LTD. MOBILINK HOUSE, 1-A, IBC-1 KOHISTAN ROAD, F-8 MARKAZ ISLAMABAD",27594180.9,NEXUS TELECOM FZE EXECUTIVE SUITE X119 SHARJAH AIRPORT FREE ZONE UAE,26,,1,0
3615597.65,PRIME COMMODITIES OFFICE 210 JUNAID TRADE CENTER NAPIER ROAD JODIA BAZAR KARACHI PAKISTAN,1205199.217,GONDAL TRADERS BRESLAUER STR 9 63322 ROEDERMARK OBER RODEN GERMANY,120,319390.5619,3,0
1215496.16,PRIME COMMODITIES OFFICE 210 JUNAID TRADE CENTER NAPIER ROAD JODIA BAZAR KARACHI PAKISTAN,607748.08,LOHAN IMPORT AND EXPORT CC SHOP NO 4 12 TRANQUIL STREET CHATSWORTH MAIN 4093 DURBAN RSA,120,396548.2406,2,0
7327525.99,MUZNA ENTERPRISES MUZNA ENTERPRISES 23-KM FEROZPUR ROAD KAHNA NAU KACHA SHEHZADA ROAD LAHORE,7327525.99,SHAOXING CANXIANG TEXTILE CO LTD KEOQIAO SHAOXING ZHEJIANG CHINA ,3,,1,0
9134842.63,"HAMZA HAFEEZ FOOD INDUSTRIES., SUIT NO. 213, 2ND FLOOR, POONAWALA TRADE TOWER, NEAR CITY COURT, KARACHI-7400, PAKISTAN.",4567421.315,HAKAN AGRO DMCC 34TH FL BB2 TOWER MAZAYA BUSAVE JUMEIRAH LAKES TOWERS POBOX 31489 DUBAI,112,1267826.273,2,0
4457521.53,"HAMZA HAFEEZ FOOD INDUSTRIES., SUIT NO. 213, 2ND FLOOR, POONAWALA TRADE TOWER, NEAR CITY COURT, KARACHI-7400, PAKISTAN.",4457521.53,PHOENIX GLOBAL DMCC 44TH FL BLDG  AA1 MAZAYA BUS AVEJUMEIRAH LAKES TOWERS JLT POBOX 49451 DUBAI UAE,112,,1,0
30272362.56,ISLAM SOAP INDUSTRIES PRIVATE LTD 9 KM KIRI BHAIT NANKANA ROAD SHAHKOT DISTT NANMKANA SAHAB ,30272362.56,GIVAUDAN INDIA PRIVATE LIMITED PLOT NO2526 2ND CROSS JIGANI INDL AREA JIGANI BANGALORE 56010 INDIA,19,,1,0
2410887.6,ISLAM SOAP INDUSTRIES PRIVATE LTD 9 KM KIRI BHAIT NANKANA ROAD SHAHKOT DISTT NANMKANA SAHAB ,2410887.6,GIVAUDAN INTERNATIONAL SA CHEMIN DE LA PARFUMERIE 5 CH1214 VERNIER SWITZERLAND,19,,1,0
12605902.33,ISLAM SOAP INDUSTRIES PRIVATE LTD 9 KM KIRI BHAIT NANKANA ROAD SHAHKOT DISTT NANMKANA SAHAB ,3151475.583,J AND C INDUSTRY CORPORATION COMPANY LIMITED RUIHUA BUILDING 315 ZHONGSHAN SOUTH ROADNANJING CHINA,19,2059714.311,4,1
838464.78,"HALANI ENTERPRISES GD-35,TECHNO CITY MALL, HASRAT MOHANI ROAD, KARACHI.",838464.78,XPRESS LOGISTICS FZCO DUBAI AIRPORT FREE ZONE WARE HOUSE NO E02 PO BOX NO 54746 DUBAI UAE,5,,1,0
8033916.05,MAQSOOD BROTHERS 48 CIRCULAR ROAD REVALI CENIMA TYRES MARKET LAHORE 0300 8472489 042 37667446,8033916.05,XUZHOU ARMOUR RUBBER COMPANY LTD N  ,10,,1,0
670855.68,"MASS PHARMA PVT LTD 17 KM FEROZEPUR  ROAD, LAHORE, PAKISTAN ",670855.68,TIANJIN TIANMAO TECHNOLOGY DEVELOPMENT CORP LTD HITECH BUILDING A RM 507511 HUATIAN ROAD HUAYUAN INDUSTRY PARK,32,,1,0
3319744,HAMZA ENGINEERING SOLUTIONS SUIT NO 816 8TH FLOOR PARK AVENUE 24 A BLOCK 6 PECHS MAIN SHAHRA-E-FAISAL KARACHI,829936,SNAP ON TOOLS SINGAPORE PTE LTD 25 TAGORE LANE NO 0101 SINGAPORE 787602 ,54,74092.77053,4,0
167713.92,"JL ENTERPRISES JL ENTERPRISES 2B PURI HOUSE, 1ST FLOOR 22-WEST WHARF ROAD, KARACHI",167713.92,ARIEAS LOGISTICS BV ROTTERDAM CITY CENTRE WEENAZUID130 RTH FLOOR 3012 NC ROTTERDAM NL,68,,1,0
685098.79,M/S S K ENTERPRISES 163-C BLOCK SHAHBAZ TOWN JHANG ROAD FAISALABAD 0322-6253903,342549.395,QIANFENG INTERNATIONAL INVESTMENT LTD FLAT 01 A4 10F CARNIVAL COMM BLDG 18 JAVA RD NORTH POINT HONG KONG,17,32280.64786,2,0
1292141.42,M/S S K ENTERPRISES 163-C BLOCK SHAHBAZ TOWN JHANG ROAD FAISALABAD 0322-6253903,646070.71,SHENZHEN CITY VICTORY PROSPER IN BUSINESS SOURCE IMPORT AND EXPORT LTD 11F JINAN BLDG WENJINNAN LUOHU SHENZHEN CHINA,17,756.0244283,2,0
5026819.84,OLYMPIA SYNTHETIC LIMITED 23 DAVIS ROAD LAHORE PK,837803.3067,SETCHEM KIMYA SANAYI VE TIC LTD STI ORUCREIS MAH TEKSTILKENT CAD 10 AM BLOCK NO109 ESENIER ISTANBUL TURKEY,121,185417.0431,6,0
1983269.51,"IRIS ENTERPRISES FLAT # 01,JAVED MARKET, NEAR SYED PUR STOP,OPP EVERNEW STUDIO,MULTAN ROAD,LAHORE.",1983269.51,LONDON SILK GENERAL TRADING (Multiple),3,,1,0
77973984.39,"IRIS ENTERPRISES FLAT # 01,JAVED MARKET, NEAR SYED PUR STOP,OPP EVERNEW STUDIO,MULTAN ROAD,LAHORE.",8663776.043,NEW PROSPECT GENERAL TRADING LLC UAE ,3,3604217.277,9,0
1572359.93,METRO TRADING SERVICES HOUSE NO DD 56 GULSHAN DADAN KHAN SHAMSABAD MUREE ROAD RAWALPINDI,1572359.93,AMANDA INTERNATIONAL CO LIMITED PUTIAN BUILDING YIWU ZHEJIANG PROVINCE CHINA ,17,,1,0
909219.09,METRO TRADING SERVICES HOUSE NO DD 56 GULSHAN DADAN KHAN SHAMSABAD MUREE ROAD RAWALPINDI,909219.09,DEXIANG YIWU IMPORT AND EXPORT CO NO 1121 CHOUZHOU NORTH ROAD ROOM 2 ,17,,1,0
2871294.8,MARHABA MARBELS & GRANITE TILES MADINA TOWN SUSAN ROAD NEAR LYALLPUR COLD STORAGE FAISALABAD ,2871294.8,FOSHAN STONE LIMITED HONGKONG ,11,,1,0
1398610.51,OLYMPIA INDUSTRIES PVT LTD  C F PLD 23 - DAVIS ROAD LAHORE PK,1398610.51,GROZBECKERT KG PARKWEG 02 72458 ALBSTADT GERMANY ,122,,1,0
5688594.1,"HASSAN ENTERPRISE SHOP NO-82  BURHANI CENTRE JASWAMI STREET NEAR SERAI ROAD, KARACHI.PAKISTAN",1137718.82,JIANGSHAN FIRE FIGHTING EQUIPMENT CO LTD NO 7 YINFENG ROAD HECUN TOWN JIANGSHAN CITY ZHEJIANG,123,259164.4348,5,0
491087.61,NS ENTERPRISES NS ENTERPRISES P 13848 CHAK 203RB SHEIKHUPURA ROAD FAISALABAD,81847.935,CHANGCHEN ENGINE PART CO LIMTED RM 702 EAST 6 YAHAOJU DEXING ROA ,89,31723.21083,6,0
10875680.62,ORITECH OILS (PVT) LTD PLOT NO.204/A 2ND FLOOR PECHS BLOCK 2 PECHS COMMUNITY HALL SHAHRAH-E-QUAIDEEN KARACHI,2175136.124,GULF OIL MIDDLE EAST LIMITED PO BOX1768JABEL ALI DUBAI UAE ,124,990766.2055,5,0
357431.58,MILLAT TRACTORS LTD SHEIKHUPURA ROAD SHAHDRA LAHORE,357431.58,OPTIBELT ASIA PACIFIC PTE LTD 204 BEDOK SOUTH AVENUE 1 SINGAPORE ,125,,1,0
7949491.69,M.U.A.Z CORPORATION OPPOSITE VANIA MORE MOHALLAH USMAN COLONY SIALKOT ROAD GUJRANWALA TEH DISTT GUJRANWALA,2649830.563,FAST TRADE AND TECHNOLOGY SL CAN FOLGUERA 90A 08130 SPAIN ,126,200209.3733,3,0
20028049.36,M/S A.H TRADERS 2- AHMAD PURA GUJRANWALA PAKISTAN ,2002804.936,ZHONGSHAN SILK IMP AND EXP CO LTD 28 YUE LAI NAN RD ZHONGSHAN CITY GUANGDONG CHINA ,123,628777.2689,10,0
10767757.77,"INTERNATIONAL IMRAN YOUSAF & CO. OFF # 20,21 AL SHARIF MARKET BOHAR WALA CHAWNK RAILWAY STATION LAHORE ",1794626.295,RAJASTHAN AGRO PRODUCTS C10 RAJDHANI MANDI YARD SIKAR ROA ,51,843363.7165,6,0
342113291.1,"MICRO INNOVATION & TECHNOLOGIES PVT LTD 4 SQUARE PLAZA 4TH FLOOR, BUILDING 21-A OFF TARIQ ROAD NEAR LIBERTY CHOWK P.E.C.H.S KARACHI-",6335431.316,DELL GLOBAL BV SINGAPORE BRANCH ROBINSON ROAD POST OFFICE PO BOX 1899 SINGAPORE 903749 ,117,6066638.085,54,0
725445,"SHAMI TEXTILES 21-KMOFF, FEROZEPUR ROAD, ROHI NALA, GAJJU MATTA, LAHORE.",181361.25,COSTA GUERREIRO IDA RUA ENG DUARTE DO AMARAL N 1075 PEN ,13,77616.19917,4,0
2941371.97,"SHAMI TEXTILES 21-KMOFF, FEROZEPUR ROAD, ROHI NALA, GAJJU MATTA, LAHORE.",326819.1078,GREEN INTERNATIONAL INC LIMITED ROOM 603 6FL KWAI CHEONG CENTRE ,13,179336.822,9,0
170573.44,"SHAMI TEXTILES 21-KMOFF, FEROZEPUR ROAD, ROHI NALA, GAJJU MATTA, LAHORE.",170573.44,HAINING ZHINGGUAN ZIPPER CO LTD NO377 XIACHUAN RD HAINING ZHEJIANG CHINA ,13,,1,0
533268.42,"ORA TECH SYSTEMS PVT LTD. FOUR SQUARE PLAZA,4TH FLOOR BUILDING NO 21-A, OFF TARIQ ROAD NEAR LIBERTY CHOWK, PECHS, BLOCK II",533268.42,DELL GLOBAL BV SINGAPORE BRANCH ROBINSON ROAD POST OFFICE PO BOX 1899 SINGAPORE 903749 ,117,,1,0
44431555.75,"ORA TECH SYSTEMS PVT LTD. FOUR SQUARE PLAZA,4TH FLOOR BUILDING NO 21-A, OFF TARIQ ROAD NEAR LIBERTY CHOWK, PECHS, BLOCK II",2468419.764,HEWETTPACKARD SINGAPORE SALES PTE LTD 450 ALEXANDRA ROAD SINGAPORE 119960 ,117,2554792.027,18,0
